sample_name,BioSample,Assay.Type,LibraryLayout,LibrarySource,LibrarySelection,Instrument,sex,age,medium,Strain,Tissue,Experiment,Run
DGRP_Line_237_Male_SAMN09738431,SAMN09738431,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_237,Whole flies,SRX4483620,SRR7619279
DGRP_Line_237_Male_SAMN09738431,SAMN09738431,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_237,Whole flies,SRX4483620,SRR7619280
DGRP_Line_239_Female_SAMN09738428,SAMN09738428,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_239,Whole flies,SRX4483623,SRR7619283
DGRP_Line_239_Male_SAMN09738427,SAMN09738427,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_239,Whole flies,SRX4483624,SRR7619284
DGRP_Line_239_Male_SAMN09738426,SAMN09738426,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_239,Whole flies,SRX4483625,SRR7619285
DGRP_Line_239_Male_SAMN09738426,SAMN09738426,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_239,Whole flies,SRX4483625,SRR7619286
DGRP_Line_256_Female_SAMN09738425,SAMN09738425,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_256,Whole flies,SRX4483626,SRR7619287
DGRP_Line_256_Female_SAMN09738424,SAMN09738424,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_256,Whole flies,SRX4483627,SRR7619289
DGRP_Line_256_Male_SAMN09738423,SAMN09738423,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_256,Whole flies,SRX4483628,SRR7619290
DGRP_Line_26_Female_SAMN09738420,SAMN09738420,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_26,Whole flies,SRX4483631,SRR7619293
DGRP_Line_26_Male_SAMN09738358,SAMN09738358,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_26,Whole flies,SRX4483633,SRR7619295
DGRP_Line_28_Female_SAMN09738356,SAMN09738356,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_28,Whole flies,SRX4483635,SRR7619297
DGRP_Line_280_Female_SAMN09738353,SAMN09738353,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_280,Whole flies,SRX4483638,SRR7619300
DGRP_Line_301_Female_SAMN09738345,SAMN09738345,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_301,Whole flies,SRX4483646,SRR7619309
DGRP_Line_301_Female_SAMN09738344,SAMN09738344,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_301,Whole flies,SRX4483647,SRR7619310
DGRP_Line_301_Male_SAMN09738343,SAMN09738343,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_301,Whole flies,SRX4483648,SRR7619311
DGRP_Line_304_Female_SAMN09738336,SAMN09738336,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_304,Whole flies,SRX4483655,SRR7619320
DGRP_Line_306_Female_SAMN09738381,SAMN09738381,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_306,Whole flies,SRX4483658,SRR7619323
DGRP_Line_306_Female_SAMN09738380,SAMN09738380,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_306,Whole flies,SRX4483659,SRR7619324
DGRP_Line_306_Male_SAMN09738379,SAMN09738379,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_306,Whole flies,SRX4483660,SRR7619325
DGRP_Line_309_Male_SAMN09738375,SAMN09738375,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_309,Whole flies,SRX4483664,SRR7619330
DGRP_Line_309_Male_SAMN09738374,SAMN09738374,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_309,Whole flies,SRX4483665,SRR7619332
DGRP_Line_310_Male_SAMN09738367,SAMN09738367,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_310,Whole flies,SRX4483672,SRR7619340
DGRP_Line_313_Female_SAMN09738365,SAMN09738365,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_313,Whole flies,SRX4483674,SRR7619343
DGRP_Line_313_Female_SAMN09738364,SAMN09738364,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_313,Whole flies,SRX4483675,SRR7619344
DGRP_Line_315_Female_SAMN09738409,SAMN09738409,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_315,Whole flies,SRX4483679,SRR7619350
DGRP_Line_324_Female_SAMN09738650,SAMN09738650,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_324,Whole flies,SRX4483706,SRR7619381
DGRP_Line_324_Female_SAMN09738649,SAMN09738649,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_324,Whole flies,SRX4483707,SRR7619382
DGRP_Line_324_Male_SAMN09738648,SAMN09738648,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_324,Whole flies,SRX4483708,SRR7619383
DGRP_Line_324_Male_SAMN09738648,SAMN09738648,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_324,Whole flies,SRX4483708,SRR7619384
DGRP_Line_324_Male_SAMN09738647,SAMN09738647,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_324,Whole flies,SRX4483709,SRR7619385
DGRP_Line_325_Female_SAMN09738646,SAMN09738646,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_325,Whole flies,SRX4483710,SRR7619386
DGRP_Line_332_Female_SAMN09738446,SAMN09738446,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_332,Whole flies,SRX4483714,SRR7619391
DGRP_Line_332_Male_SAMN09738444,SAMN09738444,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_332,Whole flies,SRX4483716,SRR7619393
DGRP_Line_336_Male_SAMN09738245,SAMN09738245,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_336,Whole flies,SRX4483725,SRR7619403
DGRP_Line_338_Female_SAMN09738244,SAMN09738244,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_338,Whole flies,SRX4483726,SRR7619404
DGRP_Line_340_Female_SAMN09738302,SAMN09738302,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_340,Whole flies,SRX4483731,SRR7619409
DGRP_Line_340_Male_SAMN09738301,SAMN09738301,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_340,Whole flies,SRX4483732,SRR7619410
DGRP_Line_340_Male_SAMN09738301,SAMN09738301,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_340,Whole flies,SRX4483732,SRR7619411
DGRP_Line_350_Male_SAMN09738293,SAMN09738293,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_350,Whole flies,SRX4483740,SRR7619420
DGRP_Line_352_Male_SAMN09738289,SAMN09738289,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_352,Whole flies,SRX4483744,SRR7619424
DGRP_Line_352_Male_SAMN09738288,SAMN09738288,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_352,Whole flies,SRX4483745,SRR7619426
DGRP_Line_356_Female_SAMN09738329,SAMN09738329,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_356,Whole flies,SRX4483755,SRR7619437
DGRP_Line_356_Female_SAMN09738329,SAMN09738329,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_356,Whole flies,SRX4483755,SRR7619438
DGRP_Line_356_Male_SAMN09738328,SAMN09738328,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_356,Whole flies,SRX4483756,SRR7619439
DGRP_Line_356_Male_SAMN09738327,SAMN09738327,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_356,Whole flies,SRX4483757,SRR7619440
DGRP_Line_358_Female_SAMN09738322,SAMN09738322,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_358,Whole flies,SRX4483762,SRR7619446
DGRP_Line_358_Female_SAMN09738321,SAMN09738321,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_358,Whole flies,SRX4483763,SRR7619447
DGRP_Line_359_Female_SAMN09738317,SAMN09738317,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_359,Whole flies,SRX4483767,SRR7619451
DGRP_Line_360_Male_SAMN09738312,SAMN09738312,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_360,Whole flies,SRX4483772,SRR7619458
DGRP_Line_361_Female_SAMN09738310,SAMN09738310,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_361,Whole flies,SRX4483774,SRR7619460
DGRP_Line_361_Male_SAMN09738308,SAMN09738308,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_361,Whole flies,SRX4483776,SRR7619462
DGRP_Line_362_Female_SAMN09738359,SAMN09738359,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_362,Whole flies,SRX4483778,SRR7619464
DGRP_Line_362_Male_SAMN09738218,SAMN09738218,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_362,Whole flies,SRX4483781,SRR7619468
DGRP_Line_367_Female_SAMN09738279,SAMN09738279,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_367,Whole flies,SRX4483786,SRR7619473
DGRP_Line_367_Male_SAMN09738276,SAMN09738276,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_367,Whole flies,SRX4483788,SRR7619476
DGRP_Line_370_Male_SAMN09738272,SAMN09738272,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_370,Whole flies,SRX4483792,SRR7619481
DGRP_Line_371_Male_SAMN09738266,SAMN09738266,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_371,Whole flies,SRX4483796,SRR7619487
DGRP_Line_371_Male_SAMN09738265,SAMN09738265,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_371,Whole flies,SRX4483797,SRR7619488
DGRP_Line_373_Female_SAMN09738263,SAMN09738263,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_373,Whole flies,SRX4483798,SRR7619489
DGRP_Line_373_Male_SAMN09738260,SAMN09738260,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_373,Whole flies,SRX4483800,SRR7619491
DGRP_Line_373_Male_SAMN09738259,SAMN09738259,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_373,Whole flies,SRX4483801,SRR7619492
DGRP_Line_374_Male_SAMN09738252,SAMN09738252,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_374,Whole flies,SRX4483805,SRR7619496
DGRP_Line_375_Female_SAMN09738250,SAMN09738250,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_375,Whole flies,SRX4483806,SRR7619497
DGRP_Line_375_Male_SAMN09738248,SAMN09738248,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_375,Whole flies,SRX4483808,SRR7619499
DGRP_Line_375_Male_SAMN09738184,SAMN09738184,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_375,Whole flies,SRX4483809,SRR7619500
DGRP_Line_377_Female_SAMN09738183,SAMN09738183,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_377,Whole flies,SRX4483810,SRR7619501
DGRP_Line_379_Male_SAMN09738148,SAMN09738148,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_379,Whole flies,SRX4483816,SRR7619507
DGRP_Line_38_Male_SAMN09738144,SAMN09738144,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_38,Whole flies,SRX4483820,SRR7619511
DGRP_Line_380_Female_SAMN09738141,SAMN09738141,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_380,Whole flies,SRX4483823,SRR7619515
DGRP_Line_382_Female_SAMN09738211,SAMN09738211,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_382,Whole flies,SRX4483830,SRR7619523
DGRP_Line_382_Female_SAMN09738210,SAMN09738210,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_382,Whole flies,SRX4483831,SRR7619524
DGRP_Line_383_Female_SAMN09738207,SAMN09738207,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_383,Whole flies,SRX4483834,SRR7619528
DGRP_Line_383_Female_SAMN09738206,SAMN09738206,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_383,Whole flies,SRX4483835,SRR7619529
DGRP_Line_383_Male_SAMN09738205,SAMN09738205,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_383,Whole flies,SRX4483836,SRR7619530
DGRP_Line_383_Male_SAMN09738204,SAMN09738204,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_383,Whole flies,SRX4483837,SRR7619531
DGRP_Line_383_Male_SAMN09738204,SAMN09738204,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_383,Whole flies,SRX4483837,SRR7619532
DGRP_Line_385_Female_SAMN09738203,SAMN09738203,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_385,Whole flies,SRX4483838,SRR7619533
DGRP_Line_385_Male_SAMN09738197,SAMN09738197,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_385,Whole flies,SRX4483840,SRR7619535
DGRP_Line_391_Female_SAMN09738240,SAMN09738240,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_391,Whole flies,SRX4483850,SRR7619547
DGRP_Line_391_Female_SAMN09738240,SAMN09738240,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_391,Whole flies,SRX4483850,SRR7619548
DGRP_Line_392_Male_SAMN09738234,SAMN09738234,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_392,Whole flies,SRX4483856,SRR7619555
DGRP_Line_395_Female_SAMN09738232,SAMN09738232,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_395,Whole flies,SRX4483858,SRR7619557
DGRP_Line_395_Male_SAMN09738230,SAMN09738230,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_395,Whole flies,SRX4483860,SRR7619559
DGRP_Line_395_Male_SAMN09738229,SAMN09738229,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_395,Whole flies,SRX4483861,SRR7619560
DGRP_Line_40_Male_SAMN09738137,SAMN09738137,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_40,Whole flies,SRX4483873,SRR7619573
DGRP_Line_405_Female_SAMN09738135,SAMN09738135,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_405,Whole flies,SRX4483875,SRR7619575
DGRP_Line_405_Male_SAMN09738133,SAMN09738133,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_405,Whole flies,SRX4483877,SRR7619579
DGRP_Line_409_Male_SAMN09738126,SAMN09738126,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_409,Whole flies,SRX4483884,SRR7619586
DGRP_Line_41_Female_SAMN09738123,SAMN09738123,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_41,Whole flies,SRX4483887,SRR7619590
DGRP_Line_42_Female_SAMN09738120,SAMN09738120,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_42,Whole flies,SRX4483890,SRR7619593
DGRP_Line_42_Female_SAMN09738120,SAMN09738120,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_42,Whole flies,SRX4483890,SRR7619594
DGRP_Line_42_Male_SAMN09738191,SAMN09738191,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_42,Whole flies,SRX4483892,SRR7619596
DGRP_Line_426_Female_SAMN09738188,SAMN09738188,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_426,Whole flies,SRX4483895,SRR7619599
DGRP_Line_426_Male_SAMN09738187,SAMN09738187,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_426,Whole flies,SRX4483896,SRR7619600
DGRP_Line_426_Male_SAMN09738186,SAMN09738186,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_426,Whole flies,SRX4483897,SRR7619602
DGRP_Line_427_Female_SAMN09738185,SAMN09738185,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_427,Whole flies,SRX4483898,SRR7619603
DGRP_Line_437_Female_SAMN09738746,SAMN09738746,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_437,Whole flies,SRX4483902,SRR7619607
DGRP_Line_437_Male_SAMN09738743,SAMN09738743,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_437,Whole flies,SRX4483905,SRR7619610
DGRP_Line_439_Female_SAMN09738741,SAMN09738741,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_439,Whole flies,SRX4483907,SRR7619613
DGRP_Line_440_Female_SAMN09738737,SAMN09738737,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_440,Whole flies,SRX4483911,SRR7619617
DGRP_Line_440_Male_SAMN09738736,SAMN09738736,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_440,Whole flies,SRX4483912,SRR7619618
DGRP_Line_441_Male_SAMN09738731,SAMN09738731,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_441,Whole flies,SRX4483917,SRR7619624
DGRP_Line_443_Female_SAMN09738765,SAMN09738765,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_443,Whole flies,SRX4483919,SRR7619627
DGRP_Line_443_Male_SAMN09738764,SAMN09738764,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_443,Whole flies,SRX4483920,SRR7619628
DGRP_Line_45_Female_SAMN09738762,SAMN09738762,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_45,Whole flies,SRX4483922,SRR7619630
DGRP_Line_45_Male_SAMN09738760,SAMN09738760,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_45,Whole flies,SRX4483924,SRR7619633
DGRP_Line_461_Female_SAMN09738758,SAMN09738758,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_461,Whole flies,SRX4483926,SRR7619636
DGRP_Line_461_Male_SAMN09738118,SAMN09738118,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_461,Whole flies,SRX4483928,SRR7619638
DGRP_Line_491_Female_SAMN09738105,SAMN09738105,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_491,Whole flies,SRX4483942,SRR7619656
DGRP_Line_491_Female_SAMN09738104,SAMN09738104,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_491,Whole flies,SRX4483943,SRR7619657
DGRP_Line_492_Female_SAMN09738101,SAMN09738101,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_492,Whole flies,SRX4483946,SRR7619661
