Run,age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,medium,Organism,Platform,ReleaseDate,Sample Name,sex,source_name,SRA Study,Strain,Tissue
SRR7619328,3-5 days old,RNA-Seq,125,3325496625,PRJNA483441,SAMN09738377,1589415779,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483662,GSM3310818,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310818,female,DGRP Line 309 Female,SRP155726,DGRP_309,Whole flies
SRR7619329,3-5 days old,RNA-Seq,125,1851997875,PRJNA483441,SAMN09738376,867618642,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483663,GSM3310819,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310819,female,DGRP Line 309 Female,SRP155726,DGRP_309,Whole flies
SRR7619331,3-5 days old,RNA-Seq,125,1696641500,PRJNA483441,SAMN09738375,797987418,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483664,GSM3310820,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310820,male,DGRP Line 309 Male,SRP155726,DGRP_309,Whole flies
SRR7619333,3-5 days old,RNA-Seq,125,1894937750,PRJNA483441,SAMN09738373,889168167,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483666,GSM3310822,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310822,female,DGRP Line 31 Female,SRP155726,DGRP_31,Whole flies
SRR7619335,3-5 days old,RNA-Seq,125,1817075250,PRJNA483441,SAMN09738371,871803680,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483668,GSM3310824,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310824,male,DGRP Line 31 Male,SRP155726,DGRP_31,Whole flies
SRR7619336,3-5 days old,RNA-Seq,125,1989155375,PRJNA483441,SAMN09738370,950422711,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483669,GSM3310825,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310825,male,DGRP Line 31 Male,SRP155726,DGRP_31,Whole flies
SRR7619339,3-5 days old,RNA-Seq,125,2039414375,PRJNA483441,SAMN09738368,957666692,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483671,GSM3310827,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310827,female,DGRP Line 310 Female,SRP155726,DGRP_310,Whole flies
SRR7619345,3-5 days old,RNA-Seq,125,2962831000,PRJNA483441,SAMN09738363,1333938064,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483676,GSM3310832,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310832,male,DGRP Line 313 Male,SRP155726,DGRP_313,Whole flies
SRR7619346,3-5 days old,RNA-Seq,125,1955533125,PRJNA483441,SAMN09738363,919042201,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483676,GSM3310832,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310832,male,DGRP Line 313 Male,SRP155726,DGRP_313,Whole flies
SRR7619348,3-5 days old,RNA-Seq,125,2111276000,PRJNA483441,SAMN09738361,1034006175,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483678,GSM3310834,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310834,female,DGRP Line 315 Female,SRP155726,DGRP_315,Whole flies
SRR7619355,3-5 days old,RNA-Seq,125,1900592625,PRJNA483441,SAMN09738405,884318394,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483683,GSM3310839,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310839,female,DGRP Line 317 Female,SRP155726,DGRP_317,Whole flies
SRR7619358,3-5 days old,RNA-Seq,125,2478842750,PRJNA483441,SAMN09738402,1127769141,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483686,GSM3310842,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310842,female,DGRP Line 318 Female,SRP155726,DGRP_318,Whole flies
SRR7619359,3-5 days old,RNA-Seq,125,1902200750,PRJNA483441,SAMN09738401,911877243,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483687,GSM3310843,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310843,female,DGRP Line 318 Female,SRP155726,DGRP_318,Whole flies
SRR7619360,3-5 days old,RNA-Seq,125,2711979625,PRJNA483441,SAMN09738400,1272330956,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483688,GSM3310844,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310844,male,DGRP Line 318 Male,SRP155726,DGRP_318,Whole flies
SRR7619365,3-5 days old,RNA-Seq,125,1914439250,PRJNA483441,SAMN09738418,896116144,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483693,GSM3310849,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310849,male,DGRP Line 319 Male,SRP155726,DGRP_319,Whole flies
SRR7619373,3-5 days old,RNA-Seq,125,1656326375,PRJNA483441,SAMN09738413,795613949,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483698,GSM3310854,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310854,female,DGRP Line 320 Female,SRP155726,DGRP_320,Whole flies
SRR7619377,3-5 days old,RNA-Seq,125,2489125750,PRJNA483441,SAMN09738654,1214413541,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483702,GSM3310858,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310858,female,DGRP Line 321 Female,SRP155726,DGRP_321,Whole flies
SRR7619378,3-5 days old,RNA-Seq,125,1967723250,PRJNA483441,SAMN09738653,924396917,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483703,GSM3310859,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310859,female,DGRP Line 321 Female,SRP155726,DGRP_321,Whole flies
SRR7619387,3-5 days old,RNA-Seq,125,2035000875,PRJNA483441,SAMN09738646,983870430,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483710,GSM3310866,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310866,female,DGRP Line 325 Female,SRP155726,DGRP_325,Whole flies
SRR7619388,3-5 days old,RNA-Seq,125,1942462625,PRJNA483441,SAMN09738645,913856528,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483711,GSM3310867,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310867,female,DGRP Line 325 Female,SRP155726,DGRP_325,Whole flies
SRR7619389,3-5 days old,RNA-Seq,125,2206663250,PRJNA483441,SAMN09738644,1080263401,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483712,GSM3310868,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310868,male,DGRP Line 325 Male,SRP155726,DGRP_325,Whole flies
SRR7619390,3-5 days old,RNA-Seq,125,2006929625,PRJNA483441,SAMN09738447,982059397,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483713,GSM3310869,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310869,male,DGRP Line 325 Male,SRP155726,DGRP_325,Whole flies
SRR7619392,3-5 days old,RNA-Seq,125,2464782500,PRJNA483441,SAMN09738445,1138216227,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483715,GSM3310871,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310871,female,DGRP Line 332 Female,SRP155726,DGRP_332,Whole flies
SRR7619395,3-5 days old,RNA-Seq,125,1817969125,PRJNA483441,SAMN09738442,836396939,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483718,GSM3310874,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310874,female,DGRP Line 335 Female,SRP155726,DGRP_335,Whole flies
SRR7619400,3-5 days old,RNA-Seq,125,2291931875,PRJNA483441,SAMN09738307,1098208192,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483723,GSM3310879,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310879,female,DGRP Line 336 Female,SRP155726,DGRP_336,Whole flies
SRR7619401,3-5 days old,RNA-Seq,125,1752535125,PRJNA483441,SAMN09738246,805882959,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483724,GSM3310880,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310880,male,DGRP Line 336 Male,SRP155726,DGRP_336,Whole flies
SRR7619402,3-5 days old,RNA-Seq,125,2225579625,PRJNA483441,SAMN09738246,1030423557,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483724,GSM3310880,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310880,male,DGRP Line 336 Male,SRP155726,DGRP_336,Whole flies
SRR7619405,3-5 days old,RNA-Seq,125,2018539250,PRJNA483441,SAMN09738306,944407733,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483727,GSM3310883,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310883,female,DGRP Line 338 Female,SRP155726,DGRP_338,Whole flies
SRR7619407,3-5 days old,RNA-Seq,125,1870250625,PRJNA483441,SAMN09738304,910219138,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483729,GSM3310885,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310885,male,DGRP Line 338 Male,SRP155726,DGRP_338,Whole flies
SRR7619408,3-5 days old,RNA-Seq,125,2742734875,PRJNA483441,SAMN09738303,1322480409,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483730,GSM3310886,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310886,female,DGRP Line 340 Female,SRP155726,DGRP_340,Whole flies
SRR7619412,3-5 days old,RNA-Seq,125,2202022125,PRJNA483441,SAMN09738300,1099390791,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483733,GSM3310889,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310889,male,DGRP Line 340 Male,SRP155726,DGRP_340,Whole flies
SRR7619414,3-5 days old,RNA-Seq,125,1431887625,PRJNA483441,SAMN09738298,665145098,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483735,GSM3310891,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310891,female,DGRP Line 348 Female,SRP155726,DGRP_348,Whole flies
SRR7619417,3-5 days old,RNA-Seq,125,2109000250,PRJNA483441,SAMN09738296,1020662856,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483737,GSM3310893,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310893,male,DGRP Line 348 Male,SRP155726,DGRP_348,Whole flies
SRR7619418,3-5 days old,RNA-Seq,125,1874889875,PRJNA483441,SAMN09738295,855676887,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483738,GSM3310894,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310894,female,DGRP Line 350 Female,SRP155726,DGRP_350,Whole flies
SRR7619422,3-5 days old,RNA-Seq,125,2369564875,PRJNA483441,SAMN09738291,1187099917,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483742,GSM3310898,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310898,female,DGRP Line 352 Female,SRP155726,DGRP_352,Whole flies
SRR7619429,3-5 days old,RNA-Seq,125,1991242625,PRJNA483441,SAMN09738284,926506996,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483748,GSM3310904,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310904,male,DGRP Line 354 Male,SRP155726,DGRP_354,Whole flies
SRR7619430,3-5 days old,RNA-Seq,125,1765105250,PRJNA483441,SAMN09738283,815267799,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483749,GSM3310905,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310905,male,DGRP Line 354 Male,SRP155726,DGRP_354,Whole flies
SRR7619433,3-5 days old,RNA-Seq,125,2672539250,PRJNA483441,SAMN09738331,1248569887,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483752,GSM3310908,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310908,male,DGRP Line 355 Male,SRP155726,DGRP_355,Whole flies
SRR7619434,3-5 days old,RNA-Seq,125,2233038625,PRJNA483441,SAMN09738330,1075079795,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483753,GSM3310909,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310909,male,DGRP Line 355 Male,SRP155726,DGRP_355,Whole flies
SRR7619435,3-5 days old,RNA-Seq,125,1710300125,PRJNA483441,SAMN09738286,804403511,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483754,GSM3310910,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310910,female,DGRP Line 356 Female,SRP155726,DGRP_356,Whole flies
SRR7619453,3-5 days old,RNA-Seq,125,2552886250,PRJNA483441,SAMN09738316,1198804285,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483768,GSM3310924,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310924,male,DGRP Line 359 Male,SRP155726,DGRP_359,Whole flies
SRR7619454,3-5 days old,RNA-Seq,125,1806819000,PRJNA483441,SAMN09738315,878666630,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483769,GSM3310925,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310925,male,DGRP Line 359 Male,SRP155726,DGRP_359,Whole flies
SRR7619455,3-5 days old,RNA-Seq,125,2440110375,PRJNA483441,SAMN09738314,1169223991,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483770,GSM3310926,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310926,female,DGRP Line 360 Female,SRP155726,DGRP_360,Whole flies
SRR7619456,3-5 days old,RNA-Seq,125,2336808875,PRJNA483441,SAMN09738313,1120934056,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483771,GSM3310927,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310927,female,DGRP Line 360 Female,SRP155726,DGRP_360,Whole flies
SRR7619459,3-5 days old,RNA-Seq,125,1793883875,PRJNA483441,SAMN09738311,852509271,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483773,GSM3310929,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310929,male,DGRP Line 360 Male,SRP155726,DGRP_360,Whole flies
SRR7619467,3-5 days old,RNA-Seq,125,2528427250,PRJNA483441,SAMN09738219,1282799186,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483780,GSM3310936,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310936,male,DGRP Line 362 Male,SRP155726,DGRP_362,Whole flies
SRR7619471,3-5 days old,RNA-Seq,125,2431206750,PRJNA483441,SAMN09738281,1133432039,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483784,GSM3310940,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310940,male,DGRP Line 365 Male,SRP155726,DGRP_365,Whole flies
SRR7619472,3-5 days old,RNA-Seq,125,2052849250,PRJNA483441,SAMN09738280,977013696,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483785,GSM3310941,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310941,male,DGRP Line 365 Male,SRP155726,DGRP_365,Whole flies
SRR7619475,3-5 days old,RNA-Seq,125,1844514875,PRJNA483441,SAMN09738276,834803626,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483788,GSM3310944,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310944,male,DGRP Line 367 Male,SRP155726,DGRP_367,Whole flies
SRR7619483,3-5 days old,RNA-Seq,125,2281691750,PRJNA483441,SAMN09738270,1141571497,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483793,GSM3310949,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310949,male,DGRP Line 370 Male,SRP155726,DGRP_370,Whole flies
SRR7619484,3-5 days old,RNA-Seq,125,1826416500,PRJNA483441,SAMN09738269,830138370,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483794,GSM3310950,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310950,female,DGRP Line 371 Female,SRP155726,DGRP_371,Whole flies
SRR7619485,3-5 days old,RNA-Seq,125,1368937750,PRJNA483441,SAMN09738268,589337587,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483795,GSM3310951,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310951,female,DGRP Line 371 Female,SRP155726,DGRP_371,Whole flies
SRR7619486,3-5 days old,RNA-Seq,125,1967129625,PRJNA483441,SAMN09738268,948451652,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483795,GSM3310951,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310951,female,DGRP Line 371 Female,SRP155726,DGRP_371,Whole flies
SRR7619490,3-5 days old,RNA-Seq,125,1830529750,PRJNA483441,SAMN09738262,856698772,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483799,GSM3310955,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310955,female,DGRP Line 373 Female,SRP155726,DGRP_373,Whole flies
SRR7619493,3-5 days old,RNA-Seq,125,2199428750,PRJNA483441,SAMN09738257,1071780605,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483802,GSM3310958,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310958,female,DGRP Line 374 Female,SRP155726,DGRP_374,Whole flies
SRR7619494,3-5 days old,RNA-Seq,125,1899414125,PRJNA483441,SAMN09738255,925442649,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483803,GSM3310959,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310959,female,DGRP Line 374 Female,SRP155726,DGRP_374,Whole flies
SRR7619495,3-5 days old,RNA-Seq,125,2084731875,PRJNA483441,SAMN09738253,981476992,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483804,GSM3310960,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310960,male,DGRP Line 374 Male,SRP155726,DGRP_374,Whole flies
SRR7619502,3-5 days old,RNA-Seq,125,2007829250,PRJNA483441,SAMN09738182,943038767,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483811,GSM3310967,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310967,female,DGRP Line 377 Female,SRP155726,DGRP_377,Whole flies
SRR7619503,3-5 days old,RNA-Seq,125,2390697125,PRJNA483441,SAMN09738152,1201619861,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483812,GSM3310968,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310968,male,DGRP Line 377 Male,SRP155726,DGRP_377,Whole flies
